Order|Family (Scientific)|Family (English)|Genus|Species (Scientific)|Authority|Species (English)|Breeding Range|Breeding Range-Subregion(s)|Nonbreeding Range
ANSERIFORMES|Anatidae|Ducks, Geese, Swans|Anas|eatoni|(Sharpe, 1875)|Eaton's Pintail|IO|Kerguelen Is.|
ANSERIFORMES|Anatidae|Ducks, Geese, Swans|Anas|acuta|Linnaeus, 1758|Northern Pintail|NA, PAL|widespread|MA, OR and AF
ANSERIFORMES|Anatidae|Ducks, Geese, Swans|Anas|crecca|Linnaeus, 1758|Eurasian Teal|PAL, NA|n, c Europe, Asia and Aleutian Is.|c, s Europe, n Africa and c, s, e Asia
ANSERIFORMES|Anatidae|Ducks, Geese, Swans|Anas|carolinensis|Gmelin, JF, 1789|Green-winged Teal|NA|widespread|MA
ANSERIFORMES|Anatidae|Ducks, Geese, Swans|Anas|flavirostris|Vieillot, 1816|Yellow-billed Teal|SA|w, s|
ANSERIFORMES|Anatidae|Ducks, Geese, Swans|Anas|andium|(Sclater, PL & Salvin, 1873)|Andean Teal|SA|Colombia and Ecuador|
ANSERIFORMES|Anatidae|Ducks, Geese, Swans|Anas|gibberifrons|Müller, S, 1842|Sunda Teal|OR|Sumatra and Borneo to Sulawesi region and Lesser Sundas|
ANSERIFORMES|Anatidae|Ducks, Geese, Swans|Anas|albogularis|(Hume, 1873)|Andaman Teal|OR|Andaman Is. and Cocos Is.|
ANSERIFORMES|Anatidae|Ducks, Geese, Swans|Anas|theodori ††|Newton, E & Gadow, 1893|Mascarene Teal|IO|Réunion and Mauritius (w, c Mascarenes, sw Indian Ocean)|
ANSERIFORMES|Anatidae|Ducks, Geese, Swans|Anas|gracilis|Buller, 1869|Grey Teal|AU|widespread|
ANSERIFORMES|Anatidae|Ducks, Geese, Swans|Anas|castanea|(Eyton, 1838)|Chestnut Teal|AU|Australia (except n, c)|
ANSERIFORMES|Anatidae|Ducks, Geese, Swans|Anas|bernieri|(Hartlaub, 1860)|Bernier's Teal|AF|coastal w Madagascar|
ANSERIFORMES|Anatidae|Ducks, Geese, Swans|Anas|chlorotis|Gray, GR, 1845|Brown Teal|AU|Great Barrier I. (off ne North I.) and other satellites (New Zealand)|
ANSERIFORMES|Anatidae|Ducks, Geese, Swans|Anas|aucklandica|(Gray, GR, 1844)|Auckland Teal|AU|Auckland Is. (s of South I., New Zealand)|
ANSERIFORMES|Anatidae|Ducks, Geese, Swans|Anas|nesiotis|(Fleming, JH, 1935)|Campbell Teal|AU|Campbell Is. (s of South I., New Zealand)|
ANSERIFORMES|Anatidae|Ducks, Geese, Swans|Marmaronetta|angustirostris|(Ménétriés, 1832)|Marbled Duck|PAL|s Spain and nw Africa to Pakistan|AF
ANSERIFORMES|Anatidae|Ducks, Geese, Swans|Rhodonessa †|caryophyllacea †|(Latham, 1790)|Pink-headed Duck|OR|ne, e India and Myanmar|OR
ANSERIFORMES|Anatidae|Ducks, Geese, Swans|Netta|rufina|(Pallas, 1773)|Red-crested Pochard|PAL|c, s Europe to n China|n Africa and s Asia
ANSERIFORMES|Anatidae|Ducks, Geese, Swans|Netta|peposaca|(Vieillot, 1816)|Rosy-billed Pochard|SA|Brazil and Paraguay to c Argentina and c Chile|
ANSERIFORMES|Anatidae|Ducks, Geese, Swans|Netta|erythrophthalma|(Wied-Neuwied, M, 1833)|Southern Pochard|AF, SA|e, se, s AF and Amazonia|
ANSERIFORMES|Anatidae|Ducks, Geese, Swans|Aythya|valisineria|(Wilson, A, 1814)|Canvasback|NA|widespread|MA
ANSERIFORMES|Anatidae|Ducks, Geese, Swans|Aythya|americana|(Eyton, 1838)|Redhead|NA|widespread|MA
ANSERIFORMES|Anatidae|Ducks, Geese, Swans|Aythya|ferina|(Linnaeus, 1758)|Common Pochard|PAL|w Europe to c Asia and n China|AF and n OR
ANSERIFORMES|Anatidae|Ducks, Geese, Swans|Aythya|australis|(Eyton, 1838)|Hardhead|AU|Australia and Tasmania, New Zealand, Grande Terre (New Caledonia) and Banks Is. to Tanna (n to s Vanuatu)|to Sulawesi and e Java
ANSERIFORMES|Anatidae|Ducks, Geese, Swans|Aythya|innotata|(Salvadori, 1894)|Madagascar Pochard|AF|nw Madagascar (nearly extinct and now restricted to single lake in Banemavka area)|
ANSERIFORMES|Anatidae|Ducks, Geese, Swans|Aythya|baeri|(Radde, 1863)|Baer's Pochard|PAL|se Siberia and n China|s China and se Asia
ANSERIFORMES|Anatidae|Ducks, Geese, Swans|Aythya|nyroca|(Güldenstädt, 1770)|Ferruginous Duck|PAL|w Europe and nw Africa to c Asia|AF
ANSERIFORMES|Anatidae|Ducks, Geese, Swans|Aythya|novaeseelandiae|(Gmelin, JF, 1789)|New Zealand Scaup|AU|North and South Is. (New Zealand)|
ANSERIFORMES|Anatidae|Ducks, Geese, Swans|Aythya|collaris|(Donovan, 1809)|Ring-necked Duck|NA|widespread|MA
ANSERIFORMES|Anatidae|Ducks, Geese, Swans|Aythya|fuligula|(Linnaeus, 1758)|Tufted Duck|PAL|widespread|AF and n OR
ANSERIFORMES|Anatidae|Ducks, Geese, Swans|Aythya|marila|(Linnaeus, 1761)|Greater Scaup|NA, PAL|subarctic Iceland and Scandinavia to Kamchatka and the Commander Is. (se Russia); Alaska to n Quebec|to coasts of nw, ec Europe (e North Atlantic); Black and Caspian seas; Japan and Korean Pen. to e China and Taiwan (w North Pacific); c California (e North Pacific), Great Lakes, North Carolina (w North Atlantic)
ANSERIFORMES|Anatidae|Ducks, Geese, Swans|Aythya|affinis|(Eyton, 1838)|Lesser Scaup|NA|sw Alaska mainland to California, wc Quebec and w Minnesota|to Central America and the Caribbean
ANSERIFORMES|Anatidae|Ducks, Geese, Swans|Polysticta|stelleri|(Pallas, 1769)|Steller's Eider|NA, PAL|nw, ne Siberia from Yamal Pen. to Chukotka; and Arctic Coastal Plain, n Alaska|to Kamchatka Pen., Commander and Kuril is. (se Russia) and Aleutian Is.; also Kola Pen., Barents and White seas (nw Russia) and Baltic Sea
ANSERIFORMES|Anatidae|Ducks, Geese, Swans|Camptorhynchus †|labradorius †|(Gmelin, JF, 1789)|Labrador Duck|NA|Labrador? Gulf of St. Lawrence?|ne NA from Labrador to Chesapeake Bay
ANSERIFORMES|Anatidae|Ducks, Geese, Swans|Somateria|fischeri|(Brandt, JF, 1847)|Spectacled Eider|NA, PAL|nc, ne Siberia from Lena Delta to Chukotka; w, n Alaska in Yukon Delta and Arctic Coastal Plain|polynyas (ice-free seas) between St. Lawrence and St. Matthew is. (n Bering Sea)
ANSERIFORMES|Anatidae|Ducks, Geese, Swans|Somateria|spectabilis|(Linnaeus, 1758)|King Eider|NA, PAL|coastal n, c Greenland, Svalbard (n of Norway), Russia from e of the White Sea to Chukotka (ne Russia); Arctic Coastal Plain of Alaska, n slope of Canada and associated Arctic is.|to Kamchatka (se Russia) and Aleutian Is.; Newfoundland (se Canada), s Greenland, Iceland, and n Norway
ANSERIFORMES|Anatidae|Ducks, Geese, Swans|Somateria|mollissima|(Linnaeus, 1758)|Common Eider|NA, PAL|c, s coastal Greenland, Iceland, Faroe Is., nw Europe to Chukotka Pen. (ne Russia), Alaska through Arctic Canada to Massachusetts (nw Atlantic)|to France, Kamchatka (se Russia), Aleutian Is., Long I. (New York)
ANSERIFORMES|Anatidae|Ducks, Geese, Swans|Histrionicus|histrionicus|(Linnaeus, 1758)|Harlequin Duck|NA, PAL|ne Siberia, Chukotka, Kamchatka, and Sakhalin pens., Kuril Is., Hokkaido and n Honshu (c Japan); Aleutian Is., Alaska, w Canada, Pacific Northwest and n Rocky Mt. states; ne Canada, s Greenland and Iceland|to wc, ec North Pacific and wc North Atlantic coasts
ANSERIFORMES|Anatidae|Ducks, Geese, Swans|Melanitta|perspicillata|(Linnaeus, 1758)|Surf Scoter|NA|mainland Alaska through subarctic Canada e to Labrador|e Aleutian Is. to Baja California (North Pacific); Prince Edward I. to North Carolina (wc North Atlantic)
ANSERIFORMES|Anatidae|Ducks, Geese, Swans|Melanitta|fusca|(Linnaeus, 1758)|Velvet Scoter|PAL|n Europe from Norway to Yenisey River (c Siberia) and ne Kazakhstan, also Turkey and Georgia|to Baltic Sea, Denmark and e coast of Britain
ANSERIFORMES|Anatidae|Ducks, Geese, Swans|Melanitta|deglandi|(Bonaparte, 1850)|White-winged Scoter|NA|subarctic w Alaska to e shore of James Bay (ec Canada)|Aleutian Is. to c California (e North Pacific coast); Gulf of St. Lawrence to New Jersey (w North Atlantic) 
ANSERIFORMES|Anatidae|Ducks, Geese, Swans|Melanitta|stejnegeri|(Ridgway, 1887)|Stejneger's Scoter|PAL|Yenisey Basin to Kamchatka (c, e Siberia), ne Kazakhstan and n, w Mongolia|to Kuril and Commander Is. (se Russia), coasts of Japan and e Korean Pen. (ne Pacific)
ANSERIFORMES|Anatidae|Ducks, Geese, Swans|Melanitta|nigra|(Linnaeus, 1758)|Common Scoter|PAL|se Greenland, Iceland, Scotland, and n, w Scandinavia to Olenyok River (nc Siberia)|to Baltic and North sea coasts, and Atlantic coast to nw Africa
ANSERIFORMES|Anatidae|Ducks, Geese, Swans|Melanitta|americana|(Swainson, 1832)|Black Scoter|PAL, NA|Yana River to Kamchatka (e Siberia), Alaska e to nw Yukon; e Northwest Territories and sw Nunavut to Newfoundland (c to e Canada)|to c Japan (w North Pacific coast); Aleutian Is., e North Pacific coast to c California; Newfoundland to n Florida (w North Atlantic coast)
ANSERIFORMES|Anatidae|Ducks, Geese, Swans|Clangula|hyemalis|(Linnaeus, 1758)|Long-tailed Duck|NA, PAL|coastal Greenland, Iceland, n Fennoscandia and Arctic archs., n Russia and Siberia to Chukotka Pen., Alaska and n Canada|to n Japan, Aleutian Is. to sw Canada in North Pacific; to wc, ec North Atlantic 
ANSERIFORMES|Anatidae|Ducks, Geese, Swans|Bucephala|albeola|(Linnaeus, 1758)|Bufflehead|NA|subarctic wc Alaska and Canada e to e Quebec and (locally) nw, nc USA|to c Mexico and n Florida
ANSERIFORMES|Anatidae|Ducks, Geese, Swans|Bucephala|clangula|(Linnaeus, 1758)|Common Goldeneye|NA, PAL|subarctic from Scotland and Scandinavia to Sakhalin and Kamchatka (se Russia), in s through n Kazakhstan, n Mongolia and Heilongjiang (ne China); w Alaskan mainland to Labrador and New Brunswick, in s through n tier of contiguous USA|
ANSERIFORMES|Anatidae|Ducks, Geese, Swans|Bucephala|islandica|(Gmelin, JF, 1789)|Barrow's Goldeneye|NA, PAL|c, sw Alaska through w Canada s to nw USA se to Oregon and Colorado; ne Quebec and sw, n Labrador; Iceland|to c California and se Canada
ANSERIFORMES|Anatidae|Ducks, Geese, Swans|Mergellus|albellus|(Linnaeus, 1758)|Smew|PAL|subarctic from n Scandinavia to Kamchatka (se Russia)|to w, c, se Europe, c Asia, Japan, Korean Pen. and se China
ANSERIFORMES|Anatidae|Ducks, Geese, Swans|Lophodytes|cucullatus|(Linnaeus, 1758)|Hooded Merganser|NA|se Alaska to nw USA; s Manitoba to Nova Scotia (c, se Canada) to e Texas and n Florida (e, se USA)|to s California, s Texas and s Florida
ANSERIFORMES|Anatidae|Ducks, Geese, Swans|Mergus|australis †|Hombron & Jacquinot, 1841|New Zealand Merganser|AU|Auckland Is. (s of South I., New Zealand)|
ANSERIFORMES|Anatidae|Ducks, Geese, Swans|Mergus|octosetaceus|Vieillot, 1817|Brazilian Merganser|SA|sc Brazil, e Paraguay and ne Argentina|
ANSERIFORMES|Anatidae|Ducks, Geese, Swans|Mergus|merganser|Linnaeus, 1758|Common Merganser|NA, PAL|Iceland, n, c Europe, subarctic Russia through ne Kazakhstan and ne Afghanistan through Tibet and w China, n Mongolia to Kamchatka, Hokkaido (n Japan) and ne China; sw Alaska mainland through subarctic Canada to Newfoundland, s through w USA and to n Great Lakes|
ANSERIFORMES|Anatidae|Ducks, Geese, Swans|Mergus|serrator|Linnaeus, 1758|Red-breasted Merganser|NA, PAL|s Greenland, Iceland, n British Isles, Scandinavia to Sakhalin and Kamchatka pens., and Kuril and Commander is. (se Russia), s through n Kazakhstan and ne China; w Alaska mainland through mainland Canada from Arctic to n Great Lakes and e to Nova Scotia|to coasts of s Europe (e North Atlantic), Black and Caspian seas; Japan, Korean Pen. and e China (w North Pacific); to wc Mexico (e North Pacific), Gulf Coast and Florida (w North Atlantic)
ANSERIFORMES|Anatidae|Ducks, Geese, Swans|Mergus|squamatus|Gould, 1864|Scaly-sided Merganser|PAL|e Siberia, Korean Pen. and ne China|
ANSERIFORMES|Anatidae|Ducks, Geese, Swans|Heteronetta|atricapilla|(Merrem, 1841)|Black-headed Duck|SA|c Chile to Paraguay and s to c Argentina|
ANSERIFORMES|Anatidae|Ducks, Geese, Swans|Nomonyx|dominicus|(Linnaeus, 1766)|Masked Duck|MA, SA|widespread|
ANSERIFORMES|Anatidae|Ducks, Geese, Swans|Oxyura|jamaicensis|(Gmelin, JF, 1789)|Ruddy Duck|NA, MA|s Canada, USA and West Indies|
ANSERIFORMES|Anatidae|Ducks, Geese, Swans|Oxyura|ferruginea|(Eyton, 1838)|Andean Duck|SA|Colombia to Southern Cone|
ANSERIFORMES|Anatidae|Ducks, Geese, Swans|Oxyura|vittata|(Philippi, 1860)|Lake Duck|SA|Southern Cone|
ANSERIFORMES|Anatidae|Ducks, Geese, Swans|Oxyura|australis|Gould, 1837|Blue-billed Duck|AU|sw WA, sw QLD to s VIC and se SA and Tasmania (sw, se Australia)|
ANSERIFORMES|Anatidae|Ducks, Geese, Swans|Oxyura|maccoa|(Eyton, 1838)|Maccoa Duck|AF|Ethiopia to South Africa|
ANSERIFORMES|Anatidae|Ducks, Geese, Swans|Oxyura|leucocephala|(Scopoli, 1769)|White-headed Duck|PAL|s Europe and n Africa to c Asia and nw China|
ANSERIFORMES|Anatidae|Ducks, Geese, Swans|Biziura|lobata|(Shaw, 1796)|Musk Duck|AU|sw WA, sw QLD to s VIC and se SA and Tasmania (sw, se Australia)|
GALLIFORMES|Megapodiidae|Megapodes|Alectura|lathami|Gray, JE, 1831|Australian Brushturkey|AU|e Australia|
GALLIFORMES|Megapodiidae|Megapodes|Aepypodius|arfakianus|(Salvadori, 1877)|Wattled Brushturkey|AU|New Guinea|
GALLIFORMES|Megapodiidae|Megapodes|Aepypodius|bruijnii|(Oustalet, 1880)|Waigeo Brushturkey|AU|montane Waigeo (Raja Ampat Is., nw of New Guinea)|
GALLIFORMES|Megapodiidae|Megapodes|Talegalla|cuvieri|Lesson, RP, 1828|Red-billed Brushturkey|AU|Misool and Salawati (Raja Ampat Is., nw of New Guinea), Bird's Head and Neck (n sector) and wc New Guinea|
GALLIFORMES|Megapodiidae|Megapodes|Talegalla|fuscirostris|Salvadori, 1877|Black-billed Brushturkey|AU|Aru Is. (sw of New Guinea) and s New Guinea|
GALLIFORMES|Megapodiidae|Megapodes|Talegalla|jobiensis|Meyer, AB, 1874|Collared Brushturkey|AU|Yapen (Geelvink Bay is., nw New Guinea) and n, se New Guinea|
GALLIFORMES|Megapodiidae|Megapodes|Leipoa|ocellata|Gould, 1840|Malleefowl|AU|sw WA to ec NSW (s Australia)|
GALLIFORMES|Megapodiidae|Megapodes|Macrocephalon|maleo|Müller, S, 1846|Maleo|AU|Sulawesi and Butung (=Buton, s of se Sulawesi)|
GALLIFORMES|Megapodiidae|Megapodes|Eulipoa|wallacei|(Gray, GR, 1861)|Moluccan Megapode|AU|n, c Moluccas and Misool (Raja Ampat Is., nw of New Guinea)|
GALLIFORMES|Megapodiidae|Megapodes|Megapodius|pritchardii|Gray, GR, 1864|Tongan Megapode|PO|Niuafo'ou (nw Tonga, sc Polynesia)|
GALLIFORMES|Megapodiidae|Megapodes|Megapodius|laperouse|Gaimard, 1823|Micronesian Megapode|PO|Palau (w Caroline Is.), Northern Mariana Is. and Guam (where extinct; w Micronesia)|
GALLIFORMES|Megapodiidae|Megapodes|Megapodius|nicobariensis|Blyth, 1846|Nicobar Megapode|OR|Nicobar Is.|
GALLIFORMES|Megapodiidae|Megapodes|Megapodius|cumingii|Dillwyn, 1853|Philippine Megapode|OR, AU|Philippines, Borneo and Sulawesi|
GALLIFORMES|Megapodiidae|Megapodes|Megapodius|bernsteinii|Schlegel, 1866|Sula Megapode|AU|Banggai and Sula Is. (e of Sulawesi)|
GALLIFORMES|Megapodiidae|Megapodes|Megapodius|tenimberensis|Sclater, PL, 1883|Tanimbar Megapode|AU|Tanimbar Is. (s Moluccas)|
GALLIFORMES|Megapodiidae|Megapodes|Megapodius|freycinet|Gaimard, 1823|Dusky Megapode|AU|n, c Moluccas and Raja Ampat Is. (nw of New Guinea)|
GALLIFORMES|Megapodiidae|Megapodes|Megapodius|geelvinkianus|Meyer, AB, 1874|Biak Scrubfowl|AU|Numfor, Biak, and nearby islets (Geelvink Bay is., nw New Guinea)|
GALLIFORMES|Megapodiidae|Megapodes|Megapodius|eremita|Hartlaub, 1868|Melanesian Megapode|AU|Karkar (n of ne New Guinea), Bismarck Arch. to Solomon Is. (except Rennell and Temotu)|
GALLIFORMES|Megapodiidae|Megapodes|Megapodius|layardi|Tristram, 1879|Vanuatu Megapode|AU|Torres Is. to Efate (n to sc Vanuatu)|
GALLIFORMES|Megapodiidae|Megapodes|Megapodius|decollatus|Oustalet, 1878|New Guinea Scrubfowl|AU|Yapen (Geelvink Bay is., nw New Guinea), n to n slope of se New Guinea, Tarawai and Manam (n of ne New Guinea)|
GALLIFORMES|Megapodiidae|Megapodes|Megapodius|reinwardt|Dumont, 1823|Orange-footed Scrubfowl|AU|Lesser Sundas, Kai Is. (s Moluccas), nw, s, se New Guinea and satellites and n Australia|
GALLIFORMES|Cracidae|Chachalacas, Curassows, Guans|Ortalis|vetula|(Wagler, 1830)|Plain Chachalaca|NA, MA|s Texas to nw Costa Rica|
GALLIFORMES|Cracidae|Chachalacas, Curassows, Guans|Ortalis|cinereiceps|Gray, GR, 1867|Grey-headed Chachalaca|MA, SA|Honduras to n Colombia|
GALLIFORMES|Cracidae|Chachalacas, Curassows, Guans|Ortalis|garrula|(Humboldt, 1805)|Chestnut-winged Chachalaca|SA|nw Colombia|
GALLIFORMES|Cracidae|Chachalacas, Curassows, Guans|Ortalis|ruficauda|Jardine, 1847|Rufous-vented Chachalaca|SA|Colombia and Venezuela|
GALLIFORMES|Cracidae|Chachalacas, Curassows, Guans|Ortalis|erythroptera|Sclater, PL & Salvin, 1870|Rufous-headed Chachalaca|SA|w Ecuador and nw Peru|
GALLIFORMES|Cracidae|Chachalacas, Curassows, Guans|Ortalis|wagleri|Gray, GR, 1867|Rufous-bellied Chachalaca|MA|nw and w Mexico|
GALLIFORMES|Cracidae|Chachalacas, Curassows, Guans|Ortalis|poliocephala|(Wagler, 1830)|West Mexican Chachalaca|MA|w and sw Mexico|
GALLIFORMES|Cracidae|Chachalacas, Curassows, Guans|Ortalis|canicollis|(Wagler, 1830)|Chaco Chachalaca|SA|c|
GALLIFORMES|Cracidae|Chachalacas, Curassows, Guans|Ortalis|leucogastra|(Gould, 1843)|White-bellied Chachalaca|MA|s Mexico to Nicaragua|
GALLIFORMES|Cracidae|Chachalacas, Curassows, Guans|Ortalis|guttata|(Spix, 1825)|Speckled Chachalaca|SA|Amazonia|
GALLIFORMES|Cracidae|Chachalacas, Curassows, Guans|Ortalis|araucuan|(Spix, 1825)|East Brazilian Chachalaca|SA|e Brazil|
GALLIFORMES|Cracidae|Chachalacas, Curassows, Guans|Ortalis|squamata|Lesson, RP, 1829|Scaled Chachalaca|SA|se Brazil|
GALLIFORMES|Cracidae|Chachalacas, Curassows, Guans|Ortalis|columbiana|Hellmayr, 1906|Colombian Chachalaca|SA|nc Colombia|
GALLIFORMES|Cracidae|Chachalacas, Curassows, Guans|Ortalis|motmot|(Linnaeus, 1766)|Little Chachalaca|SA|n Amazonia|
GALLIFORMES|Cracidae|Chachalacas, Curassows, Guans|Ortalis|ruficeps|(Wagler, 1830)|Chestnut-headed Chachalaca|SA|nc Brazil|
GALLIFORMES|Cracidae|Chachalacas, Curassows, Guans|Ortalis|superciliaris|Gray, GR, 1867|Buff-browed Chachalaca|SA|ne Brazil|
GALLIFORMES|Cracidae|Chachalacas, Curassows, Guans|Penelope|argyrotis|(Bonaparte, 1856)|Band-tailed Guan|SA|Colombia and Venezuela|
GALLIFORMES|Cracidae|Chachalacas, Curassows, Guans|Penelope|barbata|Chapman, 1921|Bearded Guan|SA|s Ecuador and nw Peru|
GALLIFORMES|Cracidae|Chachalacas, Curassows, Guans|Penelope|ortoni|Salvin, 1874|Baudo Guan|SA|w Colombia and w Ecuador|
GALLIFORMES|Cracidae|Chachalacas, Curassows, Guans|Penelope|montagnii|(Bonaparte, 1856)|Andean Guan|SA|Colombia to Bolivia|
GALLIFORMES|Cracidae|Chachalacas, Curassows, Guans|Penelope|marail|(Müller, PLS, 1776)|Marail Guan|SA|n|
GALLIFORMES|Cracidae|Chachalacas, Curassows, Guans|Penelope|superciliaris|Temminck, 1815|Rusty-margined Guan|SA|c, e|
GALLIFORMES|Cracidae|Chachalacas, Curassows, Guans|Penelope|dabbenei|Hellmayr & Conover, 1942|Red-faced Guan|SA|se Bolivia and nw Argentina|
GALLIFORMES|Cracidae|Chachalacas, Curassows, Guans|Penelope|purpurascens|Wagler, 1830|Crested Guan|MA, SA|Mexico to nw SA|
GALLIFORMES|Cracidae|Chachalacas, Curassows, Guans|Penelope|perspicax|Bangs, 1911|Cauca Guan|SA|w Colombia|
GALLIFORMES|Cracidae|Chachalacas, Curassows, Guans|Penelope|albipennis|Taczanowski, 1878|White-winged Guan|SA|nw Peru|
GALLIFORMES|Cracidae|Chachalacas, Curassows, Guans|Penelope|jacquacu|Spix, 1825|Spix's Guan|SA|Amazonia|
GALLIFORMES|Cracidae|Chachalacas, Curassows, Guans|Penelope|obscura|Temminck, 1815|Dusky-legged Guan|SA|sc, se|
GALLIFORMES|Cracidae|Chachalacas, Curassows, Guans|Penelope|bridgesi|Gray, GR, 1860|Yungas Guan|SA|c Bolivia to nw Argentina|
GALLIFORMES|Cracidae|Chachalacas, Curassows, Guans|Penelope|pileata|Wagler, 1830|White-crested Guan|SA|nc Brazil|
GALLIFORMES|Cracidae|Chachalacas, Curassows, Guans|Penelope|ochrogaster|Pelzeln, 1870|Chestnut-bellied Guan|SA|c Brazil|
GALLIFORMES|Cracidae|Chachalacas, Curassows, Guans|Penelope|jacucaca|Spix, 1825|White-browed Guan|SA|e Brazil|
GALLIFORMES|Cracidae|Chachalacas, Curassows, Guans|Pipile|pipile|(Jacquin, 1784)|Trinidad Piping Guan|SA|Trinidad|
GALLIFORMES|Cracidae|Chachalacas, Curassows, Guans|Pipile|cumanensis|(Jacquin, 1784)|Blue-throated Piping Guan|SA|e Colombia to the Guianas, w Brazil and Peru|
GALLIFORMES|Cracidae|Chachalacas, Curassows, Guans|Pipile|grayi|(Pelzeln, 1870)|White-throated Piping Guan|SA|sw Brazil, se Peru, e Bolivia and ne Paraguay|
GALLIFORMES|Cracidae|Chachalacas, Curassows, Guans|Pipile|cujubi|(Pelzeln, 1858)|Red-throated Piping Guan|SA|nc Brazil and Amazonia|
GALLIFORMES|Cracidae|Chachalacas, Curassows, Guans|Pipile|jacutinga|(Spix, 1825)|Black-fronted Piping Guan|SA|se Brazil, ne Argentina and se Paraguay|
GALLIFORMES|Cracidae|Chachalacas, Curassows, Guans|Aburria|aburri|(Lesson, RP, 1828)|Wattled Guan|SA|Venezuela to Peru|
GALLIFORMES|Cracidae|Chachalacas, Curassows, Guans|Chamaepetes|unicolor|Salvin, 1867|Black Guan|MA|Costa Rica and Panama|
GALLIFORMES|Cracidae|Chachalacas, Curassows, Guans|Chamaepetes|goudotii|(Lesson, RP, 1828)|Sickle-winged Guan|SA|Colombia to Bolivia|
GALLIFORMES|Cracidae|Chachalacas, Curassows, Guans|Penelopina|nigra|(Fraser, 1852)|Highland Guan|MA|s Mexico to Nicaragua|
GALLIFORMES|Cracidae|Chachalacas, Curassows, Guans|Oreophasis|derbianus|Gray, GR, 1844|Horned Guan|MA|se Mexico and Guatemala|
GALLIFORMES|Cracidae|Chachalacas, Curassows, Guans|Nothocrax|urumutum|(Spix, 1825)|Nocturnal Curassow|SA|w Amazonia|
GALLIFORMES|Cracidae|Chachalacas, Curassows, Guans|Mitu|tomentosum|(Spix, 1825)|Crestless Curassow|SA|n Amazonia|
GALLIFORMES|Cracidae|Chachalacas, Curassows, Guans|Mitu|salvini|Reinhardt, 1879|Salvin's Curassow|SA|w Amazonia|
GALLIFORMES|Cracidae|Chachalacas, Curassows, Guans|Mitu|tuberosum|(Spix, 1825)|Razor-billed Curassow|SA|Amazonia s of the Amazon|
GALLIFORMES|Cracidae|Chachalacas, Curassows, Guans|Mitu|mitu|(Linnaeus, 1766)|Alagoas Curassow|SA|e Brazil|
GALLIFORMES|Cracidae|Chachalacas, Curassows, Guans|Pauxi|pauxi|(Linnaeus, 1766)|Helmeted Curassow|SA|Venezuela and Colombia|
GALLIFORMES|Cracidae|Chachalacas, Curassows, Guans|Pauxi|unicornis|Bond, J & Meyer de Schauensee, 1939|Horned Curassow|SA|c Bolivia|
GALLIFORMES|Cracidae|Chachalacas, Curassows, Guans|Pauxi|koepckeae|Weske & Terborgh, 1971|Sira Curassow|SA|Cerros del Sira (c Peru)|
GALLIFORMES|Cracidae|Chachalacas, Curassows, Guans|Crax|rubra|Linnaeus, 1758|Great Curassow|MA, SA|Mexico to Peru|
GALLIFORMES|Cracidae|Chachalacas, Curassows, Guans|Crax|alberti|Fraser, 1852|Blue-billed Curassow|SA|n Colombia|
GALLIFORMES|Cracidae|Chachalacas, Curassows, Guans|Crax|daubentoni|Gray, GR, 1867|Yellow-knobbed Curassow|SA|ne Colombia and n Venezuela|
GALLIFORMES|Cracidae|Chachalacas, Curassows, Guans|Crax|alector|Linnaeus, 1766|Black Curassow|SA|n Amazonia|
GALLIFORMES|Cracidae|Chachalacas, Curassows, Guans|Crax|globulosa|Spix, 1825|Wattled Curassow|SA|w Amazonia|
GALLIFORMES|Cracidae|Chachalacas, Curassows, Guans|Crax|fasciolata|Spix, 1825|Bare-faced Curassow|SA|c|
GALLIFORMES|Cracidae|Chachalacas, Curassows, Guans|Crax|blumenbachii|Spix, 1825|Red-billed Curassow|SA|se Brazil|
GALLIFORMES|Numididae|Guineafowl|Agelastes|meleagrides|Bonaparte, 1850|White-breasted Guineafowl|AF|Sierra Leone to Ghana|
GALLIFORMES|Numididae|Guineafowl|Agelastes|niger|(Cassin, 1857)|Black Guineafowl|AF|se Nigeria to c DR Congo|
GALLIFORMES|Numididae|Guineafowl|Numida|meleagris|(Linnaeus, 1758)|Helmeted Guineafowl|AF|widespread|
GALLIFORMES|Numididae|Guineafowl|Guttera|plumifera|(Cassin, 1857)|Plumed Guineafowl|AF|wc|
GALLIFORMES|Numididae|Guineafowl|Guttera|verreauxi|(Elliot, DG, 1870)|Western Crested Guineafowl|AF|Guinea-Bissau to nw Cameroon, w Kenya, Zambia and Angola|
